"occupation_id","onet_task_id","task_cluster_id","membership_weight","mapping_method","mapping_confidence","notes"
"occ_17_2071_00","stub_17_2071_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_17_2071_00","stub_17_2071_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_17_2071_00","stub_17_2071_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2071_00","stub_17_2071_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2071_00","stub_17_2071_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2072_00","stub_17_2072_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2112_00","stub_17_2112_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2141_00","stub_17_2141_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_27_1024_00","stub_27_1024_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3023_00","stub_27_3023_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.35","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.35","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3011_00","stub_41_3011_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3021_00","stub_41_3021_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3031_00","stub_41_3031_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.36","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_41_4011_00","stub_41_4011_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_43_1011_00","stub_43_1011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_1011_00","stub_43_1011_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_1011_00","stub_43_1011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_1011_00","stub_43_1011_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_1011_00","stub_43_1011_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_1011_00","stub_43_1011_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_3021_00","stub_43_3021_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_43_3021_00","stub_43_3021_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_43_3021_00","stub_43_3021_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_43_3021_00","stub_43_3021_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_43_3021_00","stub_43_3021_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_3021_00","stub_43_3021_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_3031_00","stub_43_3031_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_43_3031_00","stub_43_3031_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_43_3031_00","stub_43_3031_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_43_3031_00","stub_43_3031_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_43_3031_00","stub_43_3031_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_3031_00","stub_43_3031_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_43_4031_00","stub_43_4031_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_4051_00","stub_43_4051_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_4051_00","stub_43_4051_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_4051_00","stub_43_4051_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_43_4051_00","stub_43_4051_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_4051_00","stub_43_4051_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_4051_00","stub_43_4051_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_43_4131_00","stub_43_4131_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_43_4131_00","stub_43_4131_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_43_4131_00","stub_43_4131_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_43_4131_00","stub_43_4131_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_43_4131_00","stub_43_4131_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_4131_00","stub_43_4131_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_4171_00","stub_43_4171_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_4171_00","stub_43_4171_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_4171_00","stub_43_4171_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_4171_00","stub_43_4171_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_4171_00","stub_43_4171_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_4171_00","stub_43_4171_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_6011_00","stub_43_6011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_6011_00","stub_43_6011_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_6011_00","stub_43_6011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_6011_00","stub_43_6011_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_6011_00","stub_43_6011_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_6011_00","stub_43_6011_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_6014_00","stub_43_6014_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_6014_00","stub_43_6014_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_6014_00","stub_43_6014_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_6014_00","stub_43_6014_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_6014_00","stub_43_6014_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_6014_00","stub_43_6014_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_9041_00","stub_43_9041_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_9041_00","stub_43_9041_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_9041_00","stub_43_9041_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_43_9041_00","stub_43_9041_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_9041_00","stub_43_9041_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_9041_00","stub_43_9041_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_43_9061_00","stub_43_9061_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_43_9061_00","stub_43_9061_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_43_9061_00","stub_43_9061_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_9061_00","stub_43_9061_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_43_9061_00","stub_43_9061_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_9061_00","stub_43_9061_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_9111_00","stub_43_9111_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.50","launch_stub_generated"
"occ_43_9111_00","stub_43_9111_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_43_9111_00","stub_43_9111_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_43_9111_00","stub_43_9111_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_43_9111_00","stub_43_9111_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_43_9111_00","stub_43_9111_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
