"occupation_id","direct_task_pressure","indirect_dependency_pressure","function_exposure_pressure","retained_function_strength","retained_accountability_strength","retained_bargaining_power","role_fragmentation_risk","role_compressibility","demand_expansion_signal","delegation_likelihood","headcount_displacement_risk","role_transformation_type","confidence","source_mix","notes"
"occ_41_3031_00","0.4628","0.0600","0.3820","0.5950","0.5848","0.5128","0.2399","0.2547","0.4685","0.3830","0.3147","workflow_recomposition","0.7060","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.6309|support_high_pressure=0.0672|routine_high_pressure=0.1628|benchmark_mean=0.5094|function_anchors=2"
"occ_41_3091_00","0.4396","0.2074","0.3855","0.6417","0.6139","0.6385","0.2761","0.2412","0.4190","0.4277","0.3124","workflow_recomposition","0.7639","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.6408|support_high_pressure=0.1200|routine_high_pressure=0.1200|benchmark_mean=0.6311|function_anchors=2|calibration=reviewed_calibration|relationship_and_commitment_work_remain_core"
"occ_41_4011_00","0.4381","0.0804","0.3518","0.6129","0.5738","0.5510","0.2257","0.2033","0.4754","0.3718","0.2946","workflow_recomposition","0.6923","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.6160|support_high_pressure=0.0317|routine_high_pressure=0.0593|benchmark_mean=0.3181|function_anchors=2"
"occ_43_1011_00","0.4352","0.1154","0.3380","0.5983","0.5526","0.5318","0.2685","0.2537","0.3209","0.3847","0.3337","workflow_recomposition","0.7074","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.5731|support_high_pressure=0.1248|routine_high_pressure=0.1248|benchmark_mean=0.3080|function_anchors=2"
"occ_43_3021_00","0.5597","0.1037","0.4470","0.5288","0.4920","0.5085","0.3721","0.4519","0.3841","0.4697","0.4285","workflow_recomposition","0.7284","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.5007|support_high_pressure=0.3122|routine_high_pressure=0.4701|benchmark_mean=0.5131|function_anchors=2"
"occ_43_3031_00","0.5401","0.0623","0.3913","0.5792","0.5964","0.5227","0.2956","0.3878","0.3684","0.4406","0.4133","workflow_recomposition","0.6777","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_reviewed_task_scoring_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.6660|support_high_pressure=0.2493|routine_high_pressure=0.4353|benchmark_mean=0.5800|function_anchors=1|calibration=reviewed_calibration|structured_finance_support_is_more_compressible_than_first_pass_output"
"occ_43_4031_00","0.5208","0.0696","0.4224","0.5878","0.5961","0.5456","0.2921","0.3565","0.3969","0.4238","0.3672","workflow_recomposition","0.7432","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.6195|support_high_pressure=0.1864|routine_high_pressure=0.3540|benchmark_mean=0.6000|function_anchors=2"
"occ_43_4051_00","0.4990","0.1256","0.3822","0.5550","0.5426","0.5123","0.2717","0.2465","0.3059","0.4279","0.3819","workflow_recomposition","0.7306","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_reviewed_task_scoring_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.5560|support_high_pressure=0.1067|routine_high_pressure=0.1067|benchmark_mean=0.5500|function_anchors=1|calibration=reviewed_calibration|support_work_is_more_compressible_but_not_fully_removed"
"occ_43_4131_00","0.5924","0.1370","0.4971","0.5007","0.4804","0.4751","0.3779","0.4936","0.3583","0.4987","0.4560","workflow_recomposition","0.7301","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.5045|support_high_pressure=0.2765|routine_high_pressure=0.5890|benchmark_mean=0.5684|function_anchors=2"
"occ_43_4171_00","0.4324","0.0882","0.3659","0.5126","0.4574","0.4623","0.2679","0.2510","0.3094","0.3808","0.3456","workflow_recomposition","0.7222","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.4162|support_high_pressure=0.0596|routine_high_pressure=0.1141|benchmark_mean=0.6194|function_anchors=2"
"occ_43_6011_00","0.4910","0.0685","0.3769","0.5179","0.4685","0.4856","0.2942","0.2754","0.3232","0.4359","0.3510","workflow_recomposition","0.6941","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_reviewed_task_scoring_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.3870|support_high_pressure=0.1176|routine_high_pressure=0.1176|benchmark_mean=0.6200|function_anchors=1|calibration=reviewed_calibration|executive_assistant_work_retains_more_context_and_trust_than_generic_admin"
"occ_43_6014_00","0.5152","0.0296","0.3758","0.4463","0.4188","0.3836","0.3270","0.3445","0.2926","0.4573","0.4358","workflow_recomposition","0.6989","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.3870|support_high_pressure=0.2216|routine_high_pressure=0.2216|benchmark_mean=0.5700|function_anchors=1|calibration=reviewed_calibration|general_admin_support_retains_some_coordination_but_faces_heavier_compression"
"occ_43_9041_00","0.5649","0.1042","0.4730","0.5239","0.5282","0.4660","0.3368","0.4120","0.2908","0.4631","0.4214","workflow_recomposition","0.7225","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_task_scoring_2026_03|src_role_function_expansion_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.5571|support_high_pressure=0.2180|routine_high_pressure=0.4225|benchmark_mean=0.6197|function_anchors=2"
"occ_43_9061_00","0.5046","0.0750","0.3779","0.4453","0.3982","0.3998","0.3249","0.3280","0.2636","0.4610","0.4442","workflow_recomposition","0.6870","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_reviewed_task_scoring_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.3870|support_high_pressure=0.2063|routine_high_pressure=0.2063|benchmark_mean=0.5600|function_anchors=1|calibration=reviewed_calibration|general_clerical_bundle_is_highly_compressible"
"occ_43_9111_00","0.5246","0.1038","0.4015","0.5644","0.5124","0.5486","0.2765","0.2790","0.5055","0.4580","0.3827","workflow_recomposition","0.6998","src_anthropic_ei_2026_01_15|src_openai_gpts_are_gpts_2023|src_reviewed_role_calibration_2026_03|src_reviewed_task_scoring_2026_03|src_role_function_seed_2026_03|src_role_transformation_model_2026_03|src_v2_cluster_prior_proxy_2026_03","guardrail=0.5910|support_high_pressure=0.1237|routine_high_pressure=0.1858|benchmark_mean=0.6743|function_anchors=1|calibration=reviewed_calibration|statistical_assistant_work_is_more_compressible_than_analyst_roles"
