"occupation_id","task_id","function_id","edge_type","task_to_function_weight","accountability_weight","judgment_requirement","trust_requirement","regulatory_liability_weight","human_authority_requirement","source_mix","source_confidence","notes"
"occ_11_9141_00","task_occ_11_9141_00_7231","fn_occ_11_9141_00_primary","directly_supports","0.4519","0.5725","0.4314","0.5323","0.4052","0.4500","src_role_function_seed_2026_03","0.6350","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7231","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5481","0.6131","0.5056","0.6403","0.3998","0.4425","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6890","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7232","fn_occ_11_9141_00_primary","supports","0.5447","0.5798","0.4899","0.5171","0.4145","0.4647","src_role_function_seed_2026_03","0.6102","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7232","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.4553","0.5554","0.5271","0.6251","0.3905","0.4228","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6642","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7233","fn_occ_11_9141_00_primary","supports","0.5556","0.5894","0.4821","0.5029","0.4956","0.4973","src_role_function_seed_2026_03","0.6537","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7233","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.4444","0.5574","0.5149","0.6109","0.4694","0.4514","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7077","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7234","fn_occ_11_9141_00_primary","supports","0.4097","0.4109","0.4029","0.4555","0.4010","0.4275","src_role_function_seed_2026_03","0.6745","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7234","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5903","0.4811","0.4941","0.5635","0.4040","0.4357","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7286","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7235","fn_occ_11_9141_00_primary","supports","0.4423","0.5518","0.4295","0.5150","0.4042","0.4465","src_role_function_seed_2026_03","0.6350","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7235","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5577","0.5992","0.5075","0.6230","0.4008","0.4426","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6890","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7236","fn_occ_11_9141_00_primary","directly_supports","0.4512","0.5693","0.4312","0.5294","0.4051","0.4496","src_role_function_seed_2026_03","0.6597","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7236","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5488","0.6105","0.5058","0.6374","0.3999","0.4424","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7137","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7237","fn_occ_11_9141_00_primary","supports","0.4400","0.5450","0.4290","0.5090","0.4040","0.4455","src_role_function_seed_2026_03","0.6130","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7237","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5600","0.5940","0.5080","0.6170","0.4010","0.4424","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6670","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7238","fn_occ_11_9141_00_primary","directly_supports","0.5271","0.7083","0.5264","0.6219","0.4927","0.5749","src_role_function_seed_2026_03","0.5398","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7238","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.4729","0.6964","0.5706","0.7299","0.4723","0.5396","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.5938","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7239","fn_occ_11_9141_00_primary","supports","0.4447","0.5591","0.4299","0.5215","0.4045","0.4476","src_role_function_seed_2026_03","0.6350","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7239","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5553","0.6049","0.5071","0.6295","0.4005","0.4428","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6890","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7240","fn_occ_11_9141_00_primary","directly_supports","0.4517","0.5691","0.4313","0.5290","0.4052","0.4497","src_role_function_seed_2026_03","0.6130","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7240","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5483","0.6099","0.5057","0.6370","0.3998","0.4422","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6670","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7241","fn_occ_11_9141_00_primary","directly_supports","0.4579","0.6511","0.5492","0.6389","0.4058","0.5088","src_role_function_seed_2026_03","0.6372","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7241","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5421","0.6876","0.6211","0.7469","0.3992","0.4991","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6912","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7242","fn_occ_11_9141_00_primary","supports","0.4345","0.5910","0.4679","0.6069","0.4034","0.4993","src_role_function_seed_2026_03","0.5833","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7242","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5655","0.6439","0.5491","0.7149","0.4016","0.4982","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6373","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7243","fn_occ_11_9141_00_primary","supports","0.5439","0.6425","0.5298","0.5601","0.4544","0.5308","src_role_function_seed_2026_03","0.5984","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7243","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.4561","0.6188","0.5672","0.6681","0.4306","0.4893","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6524","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7244","fn_occ_11_9141_00_primary","supports","0.4319","0.5850","0.4674","0.6019","0.4032","0.4983","src_role_function_seed_2026_03","0.5833","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7244","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5681","0.6397","0.5496","0.7099","0.4018","0.4982","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6373","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7245","fn_occ_11_9141_00_primary","supports","0.5552","0.5623","0.4920","0.4959","0.4155","0.4645","src_role_function_seed_2026_03","0.5882","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_7245","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.4448","0.5306","0.5250","0.6039","0.3895","0.4188","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6422","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_01","fn_occ_11_9141_00_primary","directly_supports","0.5252","0.7178","0.5260","0.6320","0.4925","0.5756","src_role_function_seed_2026_03","0.6561","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_01","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.4748","0.7072","0.5710","0.7400","0.4725","0.5409","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7101","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_02","fn_occ_11_9141_00_primary","directly_supports","0.4603","0.6442","0.5064","0.6511","0.4060","0.5085","src_role_function_seed_2026_03","0.7216","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_02","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5397","0.6789","0.5773","0.7591","0.3990","0.4978","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_03","fn_occ_11_9141_00_primary","supports","0.4247","0.4255","0.4393","0.4649","0.4025","0.4313","src_role_function_seed_2026_03","0.7909","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_03","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.5753","0.4852","0.5244","0.5729","0.4025","0.4338","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8449","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_04","fn_occ_11_9141_00_primary","directly_supports","0.4620","0.5857","0.4667","0.5420","0.4062","0.4529","src_role_function_seed_2026_03","0.7736","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_04","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5380","0.6193","0.5369","0.6500","0.3988","0.4416","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8276","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_01","fn_occ_11_9141_00_primary","directly_supports","0.5257","0.6756","0.6261","0.5996","0.4526","0.5314","src_role_function_seed_2026_03","0.7466","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_01","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.4743","0.6646","0.6709","0.7076","0.4324","0.4966","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8006","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_02","fn_occ_11_9141_00_primary","directly_supports","0.5374","0.6034","0.5118","0.5233","0.4937","0.4960","src_role_function_seed_2026_03","0.7870","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_02","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.4626","0.5842","0.5519","0.6313","0.4713","0.4568","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8410","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_03","fn_occ_11_9141_00_primary","supports","0.5541","0.4956","0.5018","0.4896","0.4454","0.4577","src_role_function_seed_2026_03","0.6581","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_03","fn_occ_11_9141_00_resident_vendor_stewardship","supports","0.4459","0.4647","0.5352","0.5976","0.4196","0.4123","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7121","reviewed_multi_anchor_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_04","fn_occ_11_9141_00_primary","directly_supports","0.4546","0.6561","0.4986","0.6450","0.4055","0.5088","src_role_function_seed_2026_03","0.7485","reviewed_primary_task_function_edge"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_04","fn_occ_11_9141_00_resident_vendor_stewardship","directly_supports","0.5454","0.6949","0.5718","0.7530","0.3995","0.5003","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8025","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1142","fn_occ_13_1023_00_primary","directly_supports","0.4815","0.6490","0.5173","0.6005","0.4681","0.5141","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1142","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5185","0.6390","0.5247","0.6365","0.4269","0.4537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1143","fn_occ_13_1023_00_primary","directly_supports","0.4507","0.6292","0.5661","0.5815","0.5451","0.5375","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7483","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1143","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5493","0.6407","0.5859","0.6175","0.5099","0.4885","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7393","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1144","fn_occ_13_1023_00_primary","directly_supports","0.5336","0.6253","0.6277","0.5585","0.4734","0.5196","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6732","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1144","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.4664","0.5788","0.6143","0.5945","0.4216","0.4398","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6642","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1145","fn_occ_13_1023_00_primary","directly_supports","0.5308","0.6156","0.5922","0.5598","0.4731","0.5182","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7387","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1145","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.4692","0.5711","0.5798","0.5958","0.4219","0.4395","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7297","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1146","fn_occ_13_1023_00_primary","directly_supports","0.4818","0.6491","0.5174","0.6005","0.4682","0.5142","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1146","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5182","0.6389","0.5246","0.6365","0.4268","0.4536","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1147","fn_occ_13_1023_00_primary","supports","0.5602","0.5139","0.5380","0.5078","0.4760","0.5124","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7299","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1147","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.4398","0.4488","0.5140","0.5438","0.4190","0.4229","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7208","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1148","fn_occ_13_1023_00_primary","directly_supports","0.4527","0.6568","0.5765","0.6684","0.4653","0.5606","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6559","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1148","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5473","0.6669","0.5955","0.7044","0.4297","0.5108","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6469","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1149","fn_occ_13_1023_00_primary","directly_supports","0.4502","0.6065","0.4860","0.5689","0.4650","0.5052","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1149","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5498","0.6184","0.5060","0.6049","0.4300","0.4563","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1150","fn_occ_13_1023_00_primary","directly_supports","0.5400","0.5974","0.5440","0.5384","0.4740","0.5177","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7337","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1150","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.4600","0.5464","0.5280","0.5744","0.4210","0.4356","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7247","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1151","fn_occ_13_1023_00_primary","directly_supports","0.4431","0.6160","0.5146","0.5709","0.5443","0.5351","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7483","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1151","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5569","0.6328","0.5374","0.6069","0.5107","0.4888","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7393","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1152","fn_occ_13_1023_00_primary","supports","0.4267","0.5904","0.5113","0.5510","0.5427","0.5300","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7483","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1152","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.5733","0.6187","0.5407","0.5870","0.5123","0.4899","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7393","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1153","fn_occ_13_1023_00_primary","supports","0.5428","0.5455","0.6046","0.5255","0.4743","0.5130","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6707","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1153","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.4572","0.4925","0.5874","0.5615","0.4207","0.4298","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6617","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1154","fn_occ_13_1023_00_primary","delivers","0.9800","0.5807","0.5920","0.4177","0.4980","0.5421","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6930","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1155","fn_occ_13_1023_00_primary","supports","0.4415","0.5886","0.4843","0.5541","0.4641","0.5021","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6644","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1155","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.5585","0.6066","0.5077","0.5901","0.4309","0.4564","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6554","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1156","fn_occ_13_1023_00_primary","directly_supports","0.4522","0.6144","0.4864","0.5761","0.4652","0.5063","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1156","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5478","0.6249","0.5056","0.6121","0.4298","0.4567","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1157","fn_occ_13_1023_00_primary","directly_supports","0.4404","0.6096","0.5141","0.5654","0.5440","0.5340","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7483","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1157","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5596","0.6283","0.5379","0.6014","0.5110","0.4888","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7393","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1158","fn_occ_13_1023_00_primary","supports","0.5791","0.5140","0.4918","0.5013","0.4779","0.5153","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7299","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1158","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.4209","0.4357","0.4602","0.5373","0.4171","0.4187","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7208","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1159","fn_occ_13_1023_00_primary","directly_supports","0.4533","0.6191","0.4867","0.5805","0.4653","0.5069","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1159","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5467","0.6288","0.5053","0.6165","0.4297","0.4569","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1160","fn_occ_13_1023_00_primary","supports","0.4443","0.5987","0.4849","0.5632","0.4644","0.5035","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_1160","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.5557","0.6147","0.5071","0.5992","0.4306","0.4568","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_01","fn_occ_13_1023_00_primary","directly_supports","0.5258","0.7154","0.6562","0.6414","0.5126","0.5874","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8096","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_01","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.4742","0.6743","0.6458","0.6774","0.4624","0.5106","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8006","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_02","fn_occ_13_1023_00_primary","supports","0.5539","0.5265","0.5118","0.5226","0.4754","0.5127","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8462","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_02","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.4461","0.4657","0.4902","0.5586","0.4196","0.4255","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8372","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_03","fn_occ_13_1023_00_primary","directly_supports","0.4780","0.6335","0.5666","0.5862","0.4678","0.5120","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8250","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_03","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5220","0.6259","0.5754","0.6222","0.4272","0.4529","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8160","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_04","fn_occ_13_1023_00_primary","directly_supports","0.5327","0.6081","0.5925","0.5516","0.4733","0.5177","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8500","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_04","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.4673","0.5622","0.5795","0.5876","0.4217","0.4383","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8410","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_01","fn_occ_13_1023_00_primary","directly_supports","0.4738","0.6926","0.6408","0.6767","0.4674","0.5673","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8115","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_01","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5262","0.6879","0.6512","0.7127","0.4276","0.5097","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8025","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_02","fn_occ_13_1023_00_primary","directly_supports","0.4504","0.6214","0.5911","0.5737","0.5450","0.5367","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8597","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_02","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.5496","0.6331","0.6109","0.6097","0.5100","0.4878","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8507","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_03","fn_occ_13_1023_00_primary","supports","0.5475","0.5182","0.5805","0.5165","0.5047","0.5109","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8212","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_03","fn_occ_13_1023_00_vendor_relationship_stewardship","supports","0.4525","0.4619","0.5615","0.5525","0.4503","0.4261","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8122","reviewed_multi_anchor_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_04","fn_occ_13_1023_00_primary","directly_supports","0.5297","0.7107","0.5819","0.6353","0.5130","0.5875","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8096","reviewed_primary_task_function_edge"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_04","fn_occ_13_1023_00_vendor_relationship_stewardship","directly_supports","0.4703","0.6669","0.5701","0.6713","0.4620","0.5092","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8006","reviewed_multi_anchor_task_function_edge"
"occ_13_1031_00","task_occ_13_1031_00_21417","fn_occ_13_1031_00_investigation_coordination","directly_supports","0.5562","0.5732","0.5626","0.6025","0.5956","0.4788","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.5957","reviewed_multi_anchor_task_function_edge"
"occ_13_1031_00","task_occ_13_1031_00_21417","fn_occ_13_1031_00_primary","directly_supports","0.4438","0.5528","0.5511","0.6025","0.5994","0.5118","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6047","reviewed_primary_task_function_edge"
"occ_13_1031_00","task_occ_13_1031_00_21418","fn_occ_13_1031_00_investigation_coordination","directly_supports","0.4731","0.6447","0.6626","0.6332","0.5573","0.4734","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7349","reviewed_multi_anchor_task_function_edge"
"occ_13_1031_00","task_occ_13_1031_00_21418","fn_occ_13_1031_00_primary","directly_supports","0.5269","0.6826","0.6844","0.6332","0.5777","0.5373","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7439","reviewed_primary_task_function_edge"
"occ_13_1031_00","task_occ_13_1031_00_21419","fn_occ_13_1031_00_investigation_coordination","directly_supports","0.5605","0.5725","0.5301","0.6003","0.5960","0.4793","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6205","reviewed_multi_anchor_task_function_edge"
"occ_13_1031_00","task_occ_13_1031_00_21419","fn_occ_13_1031_00_primary","directly_supports","0.4395","0.5491","0.5169","0.6003","0.5990","0.5108","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6295","reviewed_primary_task_function_edge"
