"occupation_id","from_task_id","to_task_id","dependency_type","dependency_strength","edge_source","edge_confidence","notes"
"occ_11_9141_00","task_occ_11_9141_00_7222","task_occ_11_9141_00_7243","feeds","0.1040","src_v2_role_graph_seed_2026_03","0.5214","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7222","task_occ_11_9141_00_7245","feeds","0.1019","src_v2_role_graph_seed_2026_03","0.5336","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7223","task_occ_11_9141_00_7224","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5874","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7223","task_occ_11_9141_00_7241","enables","0.1138","src_v2_role_graph_seed_2026_03","0.6207","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7223","task_occ_11_9141_00_7242","enables","0.0857","src_v2_role_graph_seed_2026_03","0.5986","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7223","task_occ_11_9141_00_jd_prop_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6582","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7223","task_occ_11_9141_00_jd_prop_02","enables","0.0971","src_v2_role_graph_seed_2026_03","0.7118","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7224","task_occ_11_9141_00_7223","enables","0.0994","src_v2_role_graph_seed_2026_03","0.5874","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7224","task_occ_11_9141_00_7229","enables","0.0974","src_v2_role_graph_seed_2026_03","0.5712","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7224","task_occ_11_9141_00_7243","reviews","0.0866","src_v2_role_graph_seed_2026_03","0.4901","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7226","task_occ_11_9141_00_7221","supports","0.0720","src_v2_role_graph_seed_2026_03","0.5694","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7226","task_occ_11_9141_00_7223","supports","0.0596","src_v2_role_graph_seed_2026_03","0.5869","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7226","task_occ_11_9141_00_7229","supports","0.0585","src_v2_role_graph_seed_2026_03","0.5707","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7226","task_occ_11_9141_00_7233","supports","0.0695","src_v2_role_graph_seed_2026_03","0.5554","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7228","task_occ_11_9141_00_7221","supports","0.0720","src_v2_role_graph_seed_2026_03","0.5471","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7228","task_occ_11_9141_00_7223","supports","0.0596","src_v2_role_graph_seed_2026_03","0.5646","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7228","task_occ_11_9141_00_7229","supports","0.0585","src_v2_role_graph_seed_2026_03","0.5484","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7228","task_occ_11_9141_00_7233","supports","0.0695","src_v2_role_graph_seed_2026_03","0.5331","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7232","task_occ_11_9141_00_7221","feeds","0.1439","src_v2_role_graph_seed_2026_03","0.6031","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7232","task_occ_11_9141_00_7226","feeds","0.0517","src_v2_role_graph_seed_2026_03","0.5199","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7232","task_occ_11_9141_00_7228","feeds","0.0538","src_v2_role_graph_seed_2026_03","0.4976","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7232","task_occ_11_9141_00_7233","feeds","0.1390","src_v2_role_graph_seed_2026_03","0.5891","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7232","task_occ_11_9141_00_7243","feeds","0.1040","src_v2_role_graph_seed_2026_03","0.5234","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7234","task_occ_11_9141_00_7223","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6166","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7234","task_occ_11_9141_00_7229","supports","0.1169","src_v2_role_graph_seed_2026_03","0.6004","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7234","task_occ_11_9141_00_7241","enables","0.0758","src_v2_role_graph_seed_2026_03","0.5495","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7240","task_occ_11_9141_00_7224","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5289","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7240","task_occ_11_9141_00_7241","enables","0.1138","src_v2_role_graph_seed_2026_03","0.5622","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7240","task_occ_11_9141_00_7242","enables","0.0857","src_v2_role_graph_seed_2026_03","0.5401","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7240","task_occ_11_9141_00_jd_prop_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5997","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7240","task_occ_11_9141_00_jd_prop_02","enables","0.0971","src_v2_role_graph_seed_2026_03","0.6533","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7241","task_occ_11_9141_00_7242","enables","0.0857","src_v2_role_graph_seed_2026_03","0.5315","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7241","task_occ_11_9141_00_7243","feeds","0.0693","src_v2_role_graph_seed_2026_03","0.5234","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7241","task_occ_11_9141_00_jd_prop_02","enables","0.0971","src_v2_role_graph_seed_2026_03","0.6447","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7243","task_occ_11_9141_00_7224","supports","0.1193","src_v2_role_graph_seed_2026_03","0.4901","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7243","task_occ_11_9141_00_7241","supports","0.0758","src_v2_role_graph_seed_2026_03","0.5234","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7243","task_occ_11_9141_00_jd_prop_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5610","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7245","task_occ_11_9141_00_7221","feeds","0.1439","src_v2_role_graph_seed_2026_03","0.5851","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7245","task_occ_11_9141_00_7226","feeds","0.0517","src_v2_role_graph_seed_2026_03","0.5019","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7245","task_occ_11_9141_00_7228","feeds","0.0538","src_v2_role_graph_seed_2026_03","0.4796","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7245","task_occ_11_9141_00_7233","feeds","0.1390","src_v2_role_graph_seed_2026_03","0.5711","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_7245","task_occ_11_9141_00_7243","feeds","0.1040","src_v2_role_graph_seed_2026_03","0.5054","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_01","task_occ_11_9141_00_7223","enables","0.0994","src_v2_role_graph_seed_2026_03","0.6582","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_01","task_occ_11_9141_00_7229","enables","0.0974","src_v2_role_graph_seed_2026_03","0.6420","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_01","task_occ_11_9141_00_7243","reviews","0.0866","src_v2_role_graph_seed_2026_03","0.5610","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_03","task_occ_11_9141_00_7223","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7118","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_03","task_occ_11_9141_00_7229","supports","0.1169","src_v2_role_graph_seed_2026_03","0.6956","seeded_from_cluster_dependency_proxy"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_03","task_occ_11_9141_00_7241","enables","0.0758","src_v2_role_graph_seed_2026_03","0.6447","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1142","task_occ_13_1023_00_1148","enables","0.0923","src_v2_role_graph_seed_2026_03","0.5644","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1144","task_occ_13_1023_00_1143","feeds","0.0952","src_v2_role_graph_seed_2026_03","0.6150","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1144","task_occ_13_1023_00_1145","feeds","0.1163","src_v2_role_graph_seed_2026_03","0.6071","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1144","task_occ_13_1023_00_1151","feeds","0.0925","src_v2_role_graph_seed_2026_03","0.6150","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1144","task_occ_13_1023_00_jd_proc_01","feeds","0.1180","src_v2_role_graph_seed_2026_03","0.6447","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1144","task_occ_13_1023_00_jd_proc_04","feeds","0.1137","src_v2_role_graph_seed_2026_03","0.6983","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1145","task_occ_13_1023_00_1143","feeds","0.1523","src_v2_role_graph_seed_2026_03","0.6686","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1145","task_occ_13_1023_00_1151","feeds","0.1480","src_v2_role_graph_seed_2026_03","0.6686","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1145","task_occ_13_1023_00_jd_proc_01","feeds","0.1180","src_v2_role_graph_seed_2026_03","0.6983","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1146","task_occ_13_1023_00_1148","enables","0.0923","src_v2_role_graph_seed_2026_03","0.5644","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1147","task_occ_13_1023_00_1142","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6281","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1147","task_occ_13_1023_00_1146","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6281","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1153","task_occ_13_1023_00_1142","supports","0.0994","src_v2_role_graph_seed_2026_03","0.5766","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1153","task_occ_13_1023_00_1143","feeds","0.1714","src_v2_role_graph_seed_2026_03","0.6130","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1153","task_occ_13_1023_00_1146","supports","0.0994","src_v2_role_graph_seed_2026_03","0.5766","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1153","task_occ_13_1023_00_1151","feeds","0.1665","src_v2_role_graph_seed_2026_03","0.6130","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1153","task_occ_13_1023_00_jd_proc_01","feeds","0.1377","src_v2_role_graph_seed_2026_03","0.6427","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1154","task_occ_13_1023_00_1143","feeds","0.0762","src_v2_role_graph_seed_2026_03","0.5950","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1154","task_occ_13_1023_00_1147","feeds","0.1035","src_v2_role_graph_seed_2026_03","0.5831","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1154","task_occ_13_1023_00_1151","feeds","0.0740","src_v2_role_graph_seed_2026_03","0.5950","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_1154","task_occ_13_1023_00_jd_proc_02","feeds","0.1081","src_v2_role_graph_seed_2026_03","0.6783","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_02","task_occ_13_1023_00_1142","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7233","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_02","task_occ_13_1023_00_1146","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7233","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_04","task_occ_13_1023_00_1143","feeds","0.1523","src_v2_role_graph_seed_2026_03","0.7597","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_04","task_occ_13_1023_00_1151","feeds","0.1480","src_v2_role_graph_seed_2026_03","0.7597","seeded_from_cluster_dependency_proxy"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_04","task_occ_13_1023_00_jd_proc_01","feeds","0.1180","src_v2_role_graph_seed_2026_03","0.7894","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21417","task_occ_13_1031_00_21420","supports","0.0782","src_v2_role_graph_seed_2026_03","0.5417","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21417","task_occ_13_1031_00_21422","supports","0.0780","src_v2_role_graph_seed_2026_03","0.5417","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21417","task_occ_13_1031_00_21432","supports","0.0585","src_v2_role_graph_seed_2026_03","0.5289","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21417","task_occ_13_1031_00_21433","supports","0.0584","src_v2_role_graph_seed_2026_03","0.5289","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21418","task_occ_13_1031_00_21420","feeds","0.0977","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21418","task_occ_13_1031_00_21422","feeds","0.0975","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21418","task_occ_13_1031_00_21424","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6114","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21418","task_occ_13_1031_00_21428","feeds","0.1189","src_v2_role_graph_seed_2026_03","0.6728","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21418","task_occ_13_1031_00_21434","feeds","0.1167","src_v2_role_graph_seed_2026_03","0.6728","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21418","task_occ_13_1031_00_jd_clm_02","feeds","0.1169","src_v2_role_graph_seed_2026_03","0.7025","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21419","task_occ_13_1031_00_21420","supports","0.0782","src_v2_role_graph_seed_2026_03","0.5619","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21419","task_occ_13_1031_00_21422","supports","0.0780","src_v2_role_graph_seed_2026_03","0.5619","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21419","task_occ_13_1031_00_21432","supports","0.0585","src_v2_role_graph_seed_2026_03","0.5491","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21419","task_occ_13_1031_00_21433","supports","0.0584","src_v2_role_graph_seed_2026_03","0.5491","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21423","task_occ_13_1031_00_21420","feeds","0.0977","src_v2_role_graph_seed_2026_03","0.6413","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21423","task_occ_13_1031_00_21422","feeds","0.0975","src_v2_role_graph_seed_2026_03","0.6413","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21423","task_occ_13_1031_00_21424","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.5973","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21423","task_occ_13_1031_00_21428","feeds","0.1189","src_v2_role_graph_seed_2026_03","0.6587","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21423","task_occ_13_1031_00_21434","feeds","0.1167","src_v2_role_graph_seed_2026_03","0.6587","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21423","task_occ_13_1031_00_jd_clm_02","feeds","0.1169","src_v2_role_graph_seed_2026_03","0.6884","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21424","task_occ_13_1031_00_21435","supports","0.0771","src_v2_role_graph_seed_2026_03","0.5414","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21426","task_occ_13_1031_00_21420","feeds","0.0782","src_v2_role_graph_seed_2026_03","0.5462","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21426","task_occ_13_1031_00_21422","feeds","0.0780","src_v2_role_graph_seed_2026_03","0.5462","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21428","task_occ_13_1031_00_21417","feeds","0.0571","src_v2_role_graph_seed_2026_03","0.5590","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21428","task_occ_13_1031_00_21419","feeds","0.0568","src_v2_role_graph_seed_2026_03","0.5793","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21428","task_occ_13_1031_00_21420","feeds","0.1564","src_v2_role_graph_seed_2026_03","0.6591","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21428","task_occ_13_1031_00_21422","feeds","0.1561","src_v2_role_graph_seed_2026_03","0.6591","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21428","task_occ_13_1031_00_21424","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6150","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21428","task_occ_13_1031_00_jd_clm_02","feeds","0.1169","src_v2_role_graph_seed_2026_03","0.7061","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21429","task_occ_13_1031_00_21420","feeds","0.0782","src_v2_role_graph_seed_2026_03","0.5563","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21429","task_occ_13_1031_00_21422","feeds","0.0780","src_v2_role_graph_seed_2026_03","0.5563","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21433","task_occ_13_1031_00_21435","enables","0.1157","src_v2_role_graph_seed_2026_03","0.5727","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21434","task_occ_13_1031_00_21417","feeds","0.0571","src_v2_role_graph_seed_2026_03","0.5590","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21434","task_occ_13_1031_00_21419","feeds","0.0568","src_v2_role_graph_seed_2026_03","0.5793","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21434","task_occ_13_1031_00_21420","feeds","0.1564","src_v2_role_graph_seed_2026_03","0.6591","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21434","task_occ_13_1031_00_21422","feeds","0.1561","src_v2_role_graph_seed_2026_03","0.6591","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21434","task_occ_13_1031_00_21424","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6150","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21434","task_occ_13_1031_00_jd_clm_02","feeds","0.1169","src_v2_role_graph_seed_2026_03","0.7061","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21435","task_occ_13_1031_00_21424","feeds","0.0795","src_v2_role_graph_seed_2026_03","0.5414","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21435","task_occ_13_1031_00_jd_clm_02","feeds","0.0779","src_v2_role_graph_seed_2026_03","0.6326","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_21436","task_occ_13_1031_00_21435","enables","0.1157","src_v2_role_graph_seed_2026_03","0.5547","seeded_from_cluster_dependency_proxy"
"occ_13_1031_00","task_occ_13_1031_00_jd_clm_02","task_occ_13_1031_00_21435","supports","0.0771","src_v2_role_graph_seed_2026_03","0.6326","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21446","task_occ_13_1041_00_21448","enables","0.1193","src_v2_role_graph_seed_2026_03","0.5817","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21446","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21446","task_occ_13_1041_00_jd_co2_04","supports","0.1171","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_21446","supports","0.0594","src_v2_role_graph_seed_2026_03","0.6492","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_21451","supports","0.0584","src_v2_role_graph_seed_2026_03","0.6492","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_21454","supports","0.0732","src_v2_role_graph_seed_2026_03","0.6184","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_jd_co_02","supports","0.0749","src_v2_role_graph_seed_2026_03","0.7296","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21448","task_occ_13_1041_00_21449","feeds","0.0795","src_v2_role_graph_seed_2026_03","0.5174","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21448","task_occ_13_1041_00_jd_co_03","feeds","0.0783","src_v2_role_graph_seed_2026_03","0.6085","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21449","task_occ_13_1041_00_21448","supports","0.0795","src_v2_role_graph_seed_2026_03","0.5174","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21449","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5912","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21449","task_occ_13_1041_00_jd_co2_04","supports","0.1171","src_v2_role_graph_seed_2026_03","0.5912","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_21446","supports","0.0594","src_v2_role_graph_seed_2026_03","0.6249","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_21451","supports","0.0584","src_v2_role_graph_seed_2026_03","0.6249","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_21454","supports","0.0732","src_v2_role_graph_seed_2026_03","0.5941","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_jd_co_02","supports","0.0749","src_v2_role_graph_seed_2026_03","0.7053","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21452","task_occ_13_1041_00_21448","enables","0.1193","src_v2_role_graph_seed_2026_03","0.5637","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21452","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6375","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21452","task_occ_13_1041_00_jd_co2_04","supports","0.1171","src_v2_role_graph_seed_2026_03","0.6375","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_21449","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.5176","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_21454","feeds","0.0915","src_v2_role_graph_seed_2026_03","0.5511","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_jd_co_02","feeds","0.0936","src_v2_role_graph_seed_2026_03","0.6623","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_jd_co_03","feeds","0.1174","src_v2_role_graph_seed_2026_03","0.6087","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21457","task_occ_13_1041_00_21454","feeds","0.0732","src_v2_role_graph_seed_2026_03","0.5790","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21457","task_occ_13_1041_00_jd_co_02","feeds","0.0749","src_v2_role_graph_seed_2026_03","0.6902","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_21449","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.5257","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_21454","feeds","0.0915","src_v2_role_graph_seed_2026_03","0.5592","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_jd_co_02","feeds","0.0936","src_v2_role_graph_seed_2026_03","0.6704","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_jd_co_03","feeds","0.1174","src_v2_role_graph_seed_2026_03","0.6168","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_21446","enables","0.0990","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_21449","reviews","0.0994","src_v2_role_graph_seed_2026_03","0.5912","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_21451","enables","0.0973","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_jd_co_02","feeds","0.6000","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
