"occupation_id","task_cluster_id","share_prior","importance_prior","evidence_confidence","source_mix","notes"
"occ_17_2051_00","cluster_oversight_strategy","0.3773","0.77","0.49","src_onet_30_1","onet_keyword_inference"
"occ_17_2051_00","cluster_qa_review","0.0655","0.78","0.46","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_analysis","0.0813","0.62","0.36","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_client_interaction","0.1417","0.68","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_decision_support","0.0235","0.64","0.43","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_documentation","0.0247","0.74","0.48","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_drafting","0.5780","0.69","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_oversight_strategy","0.0250","0.75","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_qa_review","0.1053","0.67","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2071_00","cluster_research_synthesis","0.0207","0.62","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_analysis","0.0900","0.63","0.44","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_client_interaction","0.1004","0.68","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_coordination","0.1686","0.70","0.48","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_decision_support","0.0715","0.53","0.46","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_documentation","0.0504","0.56","0.57","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_drafting","0.3324","0.71","0.46","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_qa_review","0.1242","0.60","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2072_00","cluster_research_synthesis","0.0625","0.34","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_analysis","0.1127","0.63","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_client_interaction","0.0308","0.69","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_coordination","0.0268","0.60","0.48","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_decision_support","0.2939","0.69","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_documentation","0.0639","0.64","0.51","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_drafting","0.1614","0.65","0.56","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_execution_routine","0.0263","0.59","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_oversight_strategy","0.0245","0.55","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2112_00","cluster_qa_review","0.2596","0.66","0.52","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_analysis","0.2185","0.62","0.44","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_client_interaction","0.0308","0.61","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_coordination","0.0181","0.54","0.56","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_decision_support","0.1262","0.67","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_documentation","0.0744","0.82","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_drafting","0.2099","0.63","0.55","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_execution_routine","0.0864","0.75","0.47","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_oversight_strategy","0.1687","0.68","0.45","src_onet_30_1","onet_keyword_inference"
"occ_17_2141_00","cluster_relationship_management","0.0671","0.74","0.40","src_onet_30_1","onet_keyword_inference"
"occ_23_1011_00","cluster_analysis","0.2231","0.85","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_client_interaction","0.2465","0.80","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_coordination","0.0397","0.71","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_decision_support","0.0150","0.83","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_drafting","0.0840","0.78","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_oversight_strategy","0.0788","0.73","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_relationship_management","0.1385","0.74","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_research_synthesis","0.1573","0.80","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_1011_00","cluster_workflow_admin","0.0172","0.66","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_23_2011_00","cluster_client_interaction","0.1113","0.73","0.47","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_coordination","0.0884","0.58","0.48","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_decision_support","0.0143","0.47","0.42","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_documentation","0.2673","0.82","0.47","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_drafting","0.1128","0.74","0.41","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_oversight_strategy","0.1097","0.72","0.45","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_qa_review","0.0914","0.50","0.48","src_onet_30_1","onet_keyword_inference"
"occ_23_2011_00","cluster_research_synthesis","0.2047","0.74","0.51","src_onet_30_1","onet_keyword_inference"
"occ_27_1024_00","cluster_client_interaction","0.2045","0.79","0.49","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_1024_00","cluster_drafting","0.6434","0.83","0.68","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_1024_00","cluster_qa_review","0.0860","0.91","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_1024_00","cluster_research_synthesis","0.0661","0.78","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_analysis","0.0765","0.89","0.87","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_client_interaction","0.0627","0.86","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_coordination","0.0902","0.90","0.87","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_documentation","0.1187","0.69","0.45","src_onet_30_1","onet_keyword_inference"
"occ_27_3023_00","cluster_drafting","0.2948","0.80","0.72","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_execution_routine","0.0098","0.67","0.47","src_onet_30_1","onet_keyword_inference"
"occ_27_3023_00","cluster_oversight_strategy","0.0670","0.92","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_qa_review","0.1015","0.77","0.48","src_onet_30_1","onet_keyword_inference"
"occ_27_3023_00","cluster_relationship_management","0.0361","0.84","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3023_00","cluster_research_synthesis","0.1428","0.90","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3031_00","cluster_client_interaction","0.3285","0.75","0.49","src_onet_30_1","onet_keyword_inference"
"occ_27_3031_00","cluster_coordination","0.0562","0.65","0.48","src_onet_30_1","onet_keyword_inference"
"occ_27_3031_00","cluster_documentation","0.0314","0.72","0.45","src_onet_30_1","onet_keyword_inference"
"occ_27_3031_00","cluster_drafting","0.4050","0.79","0.45","src_onet_30_1","onet_keyword_inference"
"occ_27_3031_00","cluster_execution_routine","0.1092","0.85","0.41","src_onet_30_1","onet_keyword_inference"
"occ_27_3031_00","cluster_oversight_strategy","0.0344","0.79","0.45","src_onet_30_1","onet_keyword_inference"
"occ_27_3031_00","cluster_relationship_management","0.0353","0.81","0.48","src_onet_30_1","onet_keyword_inference"
"occ_27_3041_00","cluster_analysis","0.0523","0.73","0.45","src_onet_30_1","onet_keyword_inference"
"occ_27_3041_00","cluster_coordination","0.2142","0.75","0.80","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3041_00","cluster_decision_support","0.0405","0.69","0.47","src_onet_30_1","onet_keyword_inference"
"occ_27_3041_00","cluster_drafting","0.2480","0.77","0.66","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3041_00","cluster_oversight_strategy","0.2659","0.76","0.68","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3041_00","cluster_qa_review","0.1791","0.84","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3042_00","cluster_client_interaction","0.0948","0.72","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3042_00","cluster_documentation","0.1685","0.77","0.73","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3042_00","cluster_drafting","0.2949","0.79","0.58","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3042_00","cluster_qa_review","0.2099","0.71","0.79","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3042_00","cluster_research_synthesis","0.1543","0.71","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3042_00","cluster_workflow_admin","0.0777","0.71","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_27_3043_00","cluster_client_interaction","0.4038","0.77","0.49","src_onet_30_1","onet_keyword_inference"
"occ_27_3043_00","cluster_coordination","0.0358","0.60","0.43","src_onet_30_1","onet_keyword_inference"
"occ_27_3043_00","cluster_drafting","0.4808","0.67","0.43","src_onet_30_1","onet_keyword_inference"
"occ_27_3043_00","cluster_qa_review","0.0284","0.68","0.48","src_onet_30_1","onet_keyword_inference"
"occ_27_3043_00","cluster_research_synthesis","0.0511","0.61","0.48","src_onet_30_1","onet_keyword_inference"
"occ_41_3011_00","cluster_analysis","0.0970","0.84","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_41_3011_00","cluster_client_interaction","0.1587","0.85","0.87","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_41_3011_00","cluster_coordination","0.0173","0.75","0.48","src_onet_30_1","onet_keyword_inference"
"occ_41_3011_00","cluster_decision_support","0.2689","0.85","0.88","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_41_3011_00","cluster_drafting","0.1603","0.76","0.58","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_41_3011_00","cluster_execution_routine","0.0958","0.83","0.47","src_onet_30_1","onet_keyword_inference"
"occ_41_3011_00","cluster_qa_review","0.0187","0.81","0.92","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_41_3011_00","cluster_relationship_management","0.1482","0.83","0.74","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_41_3011_00","cluster_research_synthesis","0.0351","0.77","0.43","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_analysis","0.0261","0.78","0.47","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_client_interaction","0.3159","0.80","0.50","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_decision_support","0.0433","0.81","0.41","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_documentation","0.1338","0.80","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_drafting","0.0733","0.71","0.46","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_execution_routine","0.1187","0.71","0.41","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_oversight_strategy","0.1067","0.72","0.47","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_qa_review","0.0224","0.67","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_3021_00","cluster_relationship_management","0.1599","0.81","0.37","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_analysis","0.0453","0.76","0.47","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_client_interaction","0.3725","0.81","0.48","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_documentation","0.0874","0.88","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_drafting","0.0556","0.76","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_execution_routine","0.0410","0.69","0.42","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_qa_review","0.0750","0.76","0.47","src_onet_30_1","onet_keyword_inference"
"occ_41_3031_00","cluster_relationship_management","0.3232","0.83","0.36","src_onet_30_1","onet_keyword_inference"
"occ_41_3091_00","cluster_client_interaction","0.4667","0.60","0.50","src_onet_30_1","onet_keyword_inference"
"occ_41_3091_00","cluster_drafting","0.2000","0.60","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_3091_00","cluster_relationship_management","0.3333","0.60","0.38","src_onet_30_1","onet_keyword_inference"
"occ_41_4011_00","cluster_analysis","0.0505","0.80","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_4011_00","cluster_client_interaction","0.5274","0.73","0.49","src_onet_30_1","onet_keyword_inference"
"occ_41_4011_00","cluster_documentation","0.0437","0.69","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_4011_00","cluster_drafting","0.0661","0.76","0.42","src_onet_30_1","onet_keyword_inference"
"occ_41_4011_00","cluster_qa_review","0.0403","0.70","0.45","src_onet_30_1","onet_keyword_inference"
"occ_41_4011_00","cluster_relationship_management","0.2719","0.75","0.38","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_analysis","0.0148","0.76","0.43","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_client_interaction","0.1517","0.85","0.47","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_coordination","0.0377","0.61","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_decision_support","0.0571","0.69","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_documentation","0.0654","0.67","0.56","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_drafting","0.1116","0.67","0.51","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_execution_routine","0.0142","0.73","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_oversight_strategy","0.1028","0.71","0.45","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_qa_review","0.0771","0.79","0.57","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_relationship_management","0.0148","0.76","0.47","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_research_synthesis","0.0397","0.74","0.54","src_onet_30_1","onet_keyword_inference"
"occ_43_1011_00","cluster_workflow_admin","0.3132","0.75","0.38","src_onet_30_1","onet_keyword_inference"
"occ_43_3021_00","cluster_analysis","0.1821","0.77","0.36","src_onet_30_1","onet_keyword_inference"
"occ_43_3021_00","cluster_client_interaction","0.2220","0.79","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_3021_00","cluster_coordination","0.0219","0.60","0.43","src_onet_30_1","onet_keyword_inference"
"occ_43_3021_00","cluster_documentation","0.3837","0.82","0.49","src_onet_30_1","onet_keyword_inference"
"occ_43_3021_00","cluster_execution_routine","0.0222","0.76","0.44","src_onet_30_1","onet_keyword_inference"
"occ_43_3021_00","cluster_qa_review","0.1680","0.87","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_3031_00","cluster_execution_routine","1.0000","0.83","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_4031_00","cluster_coordination","0.0561","0.73","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_4031_00","cluster_documentation","0.7088","0.86","0.43","src_onet_30_1","onet_keyword_inference"
"occ_43_4031_00","cluster_drafting","0.0103","0.89","0.41","src_onet_30_1","onet_keyword_inference"
"occ_43_4031_00","cluster_execution_routine","0.0241","0.80","0.42","src_onet_30_1","onet_keyword_inference"
"occ_43_4031_00","cluster_qa_review","0.1095","0.86","0.45","src_onet_30_1","onet_keyword_inference"
"occ_43_4031_00","cluster_research_synthesis","0.0737","0.76","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_4031_00","cluster_workflow_admin","0.0174","0.60","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_4051_00","cluster_execution_routine","1.0000","0.79","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_4131_00","cluster_analysis","0.1480","0.81","0.36","src_onet_30_1","onet_keyword_inference"
"occ_43_4131_00","cluster_client_interaction","0.2403","0.84","0.51","src_onet_30_1","onet_keyword_inference"
"occ_43_4131_00","cluster_coordination","0.0690","0.75","0.43","src_onet_30_1","onet_keyword_inference"
"occ_43_4131_00","cluster_decision_support","0.0791","0.86","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_4131_00","cluster_documentation","0.3092","0.88","0.47","src_onet_30_1","onet_keyword_inference"
"occ_43_4131_00","cluster_qa_review","0.1545","0.84","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_client_interaction","0.1214","0.79","0.47","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_coordination","0.1214","0.82","0.44","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_decision_support","0.0461","0.60","0.41","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_documentation","0.3013","0.79","0.50","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_execution_routine","0.1791","0.80","0.45","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_research_synthesis","0.0561","0.73","0.42","src_onet_30_1","onet_keyword_inference"
"occ_43_4171_00","cluster_workflow_admin","0.1745","0.73","0.40","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_analysis","0.1194","0.69","0.45","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_coordination","0.0894","0.74","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_documentation","0.2010","0.73","0.56","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_drafting","0.0649","0.75","0.41","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_execution_routine","0.0140","0.81","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_oversight_strategy","0.2078","0.76","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_qa_review","0.0099","0.57","0.47","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_research_synthesis","0.0368","0.70","0.50","src_onet_30_1","onet_keyword_inference"
"occ_43_6011_00","cluster_workflow_admin","0.2569","0.75","0.36","src_onet_30_1","onet_keyword_inference"
"occ_43_6014_00","cluster_execution_routine","0.9557","0.73","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_6014_00","cluster_workflow_admin","0.0443","0.67","0.36","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_client_interaction","0.0683","0.81","0.50","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_coordination","0.1605","0.87","0.36","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_documentation","0.1716","0.81","0.48","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_execution_routine","0.3254","0.83","0.46","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_oversight_strategy","0.0700","0.75","0.45","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_qa_review","0.1021","0.83","0.52","src_onet_30_1","onet_keyword_inference"
"occ_43_9041_00","cluster_research_synthesis","0.1021","0.84","0.44","src_onet_30_1","onet_keyword_inference"
"occ_43_9061_00","cluster_execution_routine","1.0000","0.73","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_9111_00","cluster_analysis","0.1772","0.84","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_9111_00","cluster_documentation","0.1705","0.82","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_9111_00","cluster_execution_routine","0.3317","0.78","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_9111_00","cluster_qa_review","0.1012","0.85","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
"occ_43_9111_00","cluster_workflow_admin","0.2193","0.81","0.94","src_onet_30_1|src_manual_cluster_review_2026_03","manual_cluster_review"
